# SYNTHETIC. Daily attendance per crew. EPMS has t_attendance; the EC export carries none. Calibrated so the division-month rate reproduces ec_labour.csv exactly, including the Lebaran dip; Sundays and heavy-rain days sit below the month, weekdays above it.
crew_code,crew_type,division_code,date,on_roll,present,absent,absent_reason
U4-03,upkeep,4,2025-03-12,15,12,3,no show
U4-04,upkeep,4,2025-03-12,15,12,3,leave
U5-01,upkeep,5,2025-03-12,16,13,3,sick
U5-02,upkeep,5,2025-03-12,16,11,5,sick
U5-03,upkeep,5,2025-03-12,16,12,4,leave
U6-01,upkeep,6,2025-03-12,17,13,4,leave
U6-02,upkeep,6,2025-03-12,17,12,5,leave
U6-03,upkeep,6,2025-03-12,17,14,3,leave
U6-04,upkeep,6,2025-03-12,17,14,3,leave
U7-01,upkeep,7,2025-03-12,15,10,5,no show
U7-02,upkeep,7,2025-03-12,15,12,3,leave
U7-03,upkeep,7,2025-03-12,15,13,2,no show
U7-04,upkeep,7,2025-03-12,15,8,7,sick
G1-01,harvest,1,2025-03-13,28,17,11,no show
G1-02,harvest,1,2025-03-13,26,21,5,leave
G1-03,harvest,1,2025-03-13,25,16,9,no show
G1-04,harvest,1,2025-03-13,26,18,8,no show
G2-01,harvest,2,2025-03-13,24,21,3,sick
G2-02,harvest,2,2025-03-13,20,20,0,
G2-03,harvest,2,2025-03-13,24,18,6,leave
G2-04,harvest,2,2025-03-13,25,22,3,sick
G3-01,harvest,3,2025-03-13,27,27,0,
G3-02,harvest,3,2025-03-13,24,19,5,no show
G3-03,harvest,3,2025-03-13,25,25,0,
G3-04,harvest,3,2025-03-13,24,18,6,sick
G4-01,harvest,4,2025-03-13,26,20,6,sick
G4-02,harvest,4,2025-03-13,25,21,4,sick
G4-03,harvest,4,2025-03-13,24,24,0,
G4-04,harvest,4,2025-03-13,20,15,5,sick
G5-01,harvest,5,2025-03-13,23,16,7,leave
G5-02,harvest,5,2025-03-13,27,18,9,sick
G5-03,harvest,5,2025-03-13,19,13,6,no show
G6-01,harvest,6,2025-03-13,24,17,7,leave
G6-02,harvest,6,2025-03-13,18,14,4,leave
G6-03,harvest,6,2025-03-13,24,20,4,leave
G6-04,harvest,6,2025-03-13,24,18,6,leave
G6-05,harvest,6,2025-03-13,21,17,4,sick
G7-01,harvest,7,2025-03-13,27,20,7,sick
G7-02,harvest,7,2025-03-13,21,21,0,
G7-03,harvest,7,2025-03-13,20,10,10,sick
G7-04,harvest,7,2025-03-13,27,20,7,sick
P1-01,pest,1,2025-03-13,11,9,2,leave
P2-01,pest,2,2025-03-13,10,7,3,sick
P3-01,pest,3,2025-03-13,11,8,3,leave
P4-01,pest,4,2025-03-13,10,10,0,
P5-01,pest,5,2025-03-13,10,6,4,no show
P6-01,pest,6,2025-03-13,13,10,3,leave
P7-01,pest,7,2025-03-13,13,9,4,sick
S1-01,spray,1,2025-03-13,15,11,4,sick
S2-01,spray,2,2025-03-13,14,9,5,leave
S3-01,spray,3,2025-03-13,17,11,6,sick
S4-01,spray,4,2025-03-13,16,11,5,sick
S5-01,spray,5,2025-03-13,13,8,5,leave
S6-01,spray,6,2025-03-13,18,15,3,sick
S7-01,spray,7,2025-03-13,17,13,4,no show
U1-01,upkeep,1,2025-03-13,19,14,5,leave
U1-02,upkeep,1,2025-03-13,19,12,7,no show
U1-03,upkeep,1,2025-03-13,19,15,4,sick
U2-01,upkeep,2,2025-03-13,18,14,4,leave
U2-02,upkeep,2,2025-03-13,18,14,4,sick
U2-03,upkeep,2,2025-03-13,18,14,4,leave
U3-01,upkeep,3,2025-03-13,16,12,4,sick
U3-02,upkeep,3,2025-03-13,16,11,5,no show
U3-03,upkeep,3,2025-03-13,16,14,2,leave
U3-04,upkeep,3,2025-03-13,16,15,1,sick
U4-01,upkeep,4,2025-03-13,15,12,3,sick
U4-02,upkeep,4,2025-03-13,15,11,4,sick
U4-03,upkeep,4,2025-03-13,15,13,2,sick
U4-04,upkeep,4,2025-03-13,15,13,2,leave
U5-01,upkeep,5,2025-03-13,16,11,5,sick
U5-02,upkeep,5,2025-03-13,16,11,5,leave
U5-03,upkeep,5,2025-03-13,16,12,4,sick
U6-01,upkeep,6,2025-03-13,17,14,3,sick
U6-02,upkeep,6,2025-03-13,17,14,3,leave
U6-03,upkeep,6,2025-03-13,17,12,5,no show
U6-04,upkeep,6,2025-03-13,17,13,4,leave
U7-01,upkeep,7,2025-03-13,15,11,4,leave
U7-02,upkeep,7,2025-03-13,15,10,5,sick
U7-03,upkeep,7,2025-03-13,15,11,4,no show
U7-04,upkeep,7,2025-03-13,15,12,3,sick
G1-01,harvest,1,2025-03-14,28,20,8,leave
G1-02,harvest,1,2025-03-14,26,16,10,leave
G1-03,harvest,1,2025-03-14,25,25,0,
G1-04,harvest,1,2025-03-14,26,24,2,no show
G2-01,harvest,2,2025-03-14,24,18,6,sick
G2-02,harvest,2,2025-03-14,20,15,5,leave
G2-03,harvest,2,2025-03-14,24,17,7,leave
G2-04,harvest,2,2025-03-14,25,17,8,sick
G3-01,harvest,3,2025-03-14,27,27,0,
G3-02,harvest,3,2025-03-14,24,24,0,
G3-03,harvest,3,2025-03-14,25,25,0,
G3-04,harvest,3,2025-03-14,24,20,4,leave
G4-01,harvest,4,2025-03-14,26,22,4,sick
G4-02,harvest,4,2025-03-14,25,25,0,
G4-03,harvest,4,2025-03-14,24,21,3,leave
G4-04,harvest,4,2025-03-14,20,20,0,
G5-01,harvest,5,2025-03-14,23,17,6,sick
G5-02,harvest,5,2025-03-14,27,27,0,
G5-03,harvest,5,2025-03-14,19,19,0,
G6-01,harvest,6,2025-03-14,24,18,6,sick
G6-02,harvest,6,2025-03-14,18,18,0,
G6-03,harvest,6,2025-03-14,24,18,6,leave
G6-04,harvest,6,2025-03-14,24,18,6,sick
G6-05,harvest,6,2025-03-14,21,18,3,leave
G7-01,harvest,7,2025-03-14,27,21,6,no show
G7-02,harvest,7,2025-03-14,21,21,0,
G7-03,harvest,7,2025-03-14,20,14,6,leave
G7-04,harvest,7,2025-03-14,27,20,7,no show
P1-01,pest,1,2025-03-14,11,7,4,leave
P2-01,pest,2,2025-03-14,10,7,3,sick
P3-01,pest,3,2025-03-14,11,10,1,leave
P4-01,pest,4,2025-03-14,10,8,2,leave
P5-01,pest,5,2025-03-14,10,5,5,leave
P6-01,pest,6,2025-03-14,13,10,3,leave
P7-01,pest,7,2025-03-14,13,8,5,leave
S1-01,spray,1,2025-03-14,15,11,4,sick
S2-01,spray,2,2025-03-14,14,11,3,leave
S3-01,spray,3,2025-03-14,17,14,3,sick
S4-01,spray,4,2025-03-14,16,13,3,sick
S5-01,spray,5,2025-03-14,13,8,5,leave
S6-01,spray,6,2025-03-14,18,13,5,sick
S7-01,spray,7,2025-03-14,17,13,4,sick
U1-01,upkeep,1,2025-03-14,19,14,5,sick
U1-02,upkeep,1,2025-03-14,19,15,4,no show
U1-03,upkeep,1,2025-03-14,19,11,8,leave
U2-01,upkeep,2,2025-03-14,18,13,5,no show
U2-02,upkeep,2,2025-03-14,18,13,5,leave
U2-03,upkeep,2,2025-03-14,18,13,5,leave
U3-01,upkeep,3,2025-03-14,16,14,2,leave
U3-02,upkeep,3,2025-03-14,16,12,4,no show
U3-03,upkeep,3,2025-03-14,16,11,5,sick
U3-04,upkeep,3,2025-03-14,16,13,3,leave
U4-01,upkeep,4,2025-03-14,15,13,2,sick
U4-02,upkeep,4,2025-03-14,15,13,2,leave
U4-03,upkeep,4,2025-03-14,15,13,2,leave
U4-04,upkeep,4,2025-03-14,15,10,5,no show
U5-01,upkeep,5,2025-03-14,16,10,6,leave
U5-02,upkeep,5,2025-03-14,16,9,7,sick
U5-03,upkeep,5,2025-03-14,16,11,5,sick
U6-01,upkeep,6,2025-03-14,17,12,5,leave
U6-02,upkeep,6,2025-03-14,17,14,3,sick
U6-03,upkeep,6,2025-03-14,17,14,3,sick
U6-04,upkeep,6,2025-03-14,17,13,4,no show
U7-01,upkeep,7,2025-03-14,15,9,6,sick
U7-02,upkeep,7,2025-03-14,15,10,5,no show
U7-03,upkeep,7,2025-03-14,15,9,6,leave
U7-04,upkeep,7,2025-03-14,15,11,4,no show
G1-01,harvest,1,2025-03-15,28,20,8,leave
G1-02,harvest,1,2025-03-15,26,24,2,no show
G1-03,harvest,1,2025-03-15,25,20,5,sick
G1-04,harvest,1,2025-03-15,26,21,5,leave
G2-01,harvest,2,2025-03-15,24,16,8,no show
G2-02,harvest,2,2025-03-15,20,15,5,sick
G2-03,harvest,2,2025-03-15,24,18,6,no show
G2-04,harvest,2,2025-03-15,25,18,7,no show
G3-01,harvest,3,2025-03-15,27,20,7,leave
G3-02,harvest,3,2025-03-15,24,21,3,leave
G3-03,harvest,3,2025-03-15,25,23,2,sick
G3-04,harvest,3,2025-03-15,24,23,1,sick
G4-01,harvest,4,2025-03-15,26,21,5,no show
G4-02,harvest,4,2025-03-15,25,22,3,leave
G4-03,harvest,4,2025-03-15,24,19,5,sick
G4-04,harvest,4,2025-03-15,20,18,2,sick
G5-01,harvest,5,2025-03-15,23,23,0,
G5-02,harvest,5,2025-03-15,27,21,6,leave
G5-03,harvest,5,2025-03-15,19,18,1,no show
G6-01,harvest,6,2025-03-15,24,18,6,sick
G6-02,harvest,6,2025-03-15,18,15,3,sick
G6-03,harvest,6,2025-03-15,24,20,4,leave
G6-04,harvest,6,2025-03-15,24,20,4,no show
G6-05,harvest,6,2025-03-15,21,14,7,no show
G7-01,harvest,7,2025-03-15,27,20,7,no show
G7-02,harvest,7,2025-03-15,21,16,5,leave
G7-03,harvest,7,2025-03-15,20,14,6,sick
G7-04,harvest,7,2025-03-15,27,18,9,sick
P1-01,pest,1,2025-03-15,11,7,4,leave
P2-01,pest,2,2025-03-15,10,8,2,leave
P3-01,pest,3,2025-03-15,11,9,2,sick
P4-01,pest,4,2025-03-15,10,8,2,leave
P5-01,pest,5,2025-03-15,10,7,3,leave
P6-01,pest,6,2025-03-15,13,11,2,leave
P7-01,pest,7,2025-03-15,13,10,3,sick
S1-01,spray,1,2025-03-15,15,11,4,no show
S2-01,spray,2,2025-03-15,14,10,4,sick
S3-01,spray,3,2025-03-15,17,12,5,leave
S4-01,spray,4,2025-03-15,16,12,4,no show
S5-01,spray,5,2025-03-15,13,7,6,sick
S6-01,spray,6,2025-03-15,18,11,7,sick
S7-01,spray,7,2025-03-15,17,11,6,leave
U1-01,upkeep,1,2025-03-15,19,13,6,no show
U1-02,upkeep,1,2025-03-15,19,14,5,sick
U1-03,upkeep,1,2025-03-15,19,13,6,sick
U2-01,upkeep,2,2025-03-15,18,12,6,no show
U2-02,upkeep,2,2025-03-15,18,12,6,no show
U2-03,upkeep,2,2025-03-15,18,14,4,leave
U3-01,upkeep,3,2025-03-15,16,13,3,sick
U3-02,upkeep,3,2025-03-15,16,12,4,sick
U3-03,upkeep,3,2025-03-15,16,14,2,sick
U3-04,upkeep,3,2025-03-15,16,14,2,leave
U4-01,upkeep,4,2025-03-15,15,12,3,no show
U4-02,upkeep,4,2025-03-15,15,12,3,leave
U4-03,upkeep,4,2025-03-15,15,13,2,no show
U4-04,upkeep,4,2025-03-15,15,12,3,leave
U5-01,upkeep,5,2025-03-15,16,10,6,sick
U5-02,upkeep,5,2025-03-15,16,10,6,sick
U5-03,upkeep,5,2025-03-15,16,13,3,no show
U6-01,upkeep,6,2025-03-15,17,11,6,no show
U6-02,upkeep,6,2025-03-15,17,14,3,sick
U6-03,upkeep,6,2025-03-15,17,14,3,sick
U6-04,upkeep,6,2025-03-15,17,13,4,sick
U7-01,upkeep,7,2025-03-15,15,11,4,sick
U7-02,upkeep,7,2025-03-15,15,10,5,sick
U7-03,upkeep,7,2025-03-15,15,11,4,leave
U7-04,upkeep,7,2025-03-15,15,11,4,leave
G1-01,harvest,1,2025-03-16,28,13,15,rest day
G1-02,harvest,1,2025-03-16,26,12,14,rest day
G1-03,harvest,1,2025-03-16,25,12,13,rest day
G1-04,harvest,1,2025-03-16,26,11,15,rest day
G2-01,harvest,2,2025-03-16,24,12,12,rest day
G2-02,harvest,2,2025-03-16,20,12,8,rest day
G2-03,harvest,2,2025-03-16,24,9,15,rest day
G2-04,harvest,2,2025-03-16,25,19,6,rest day
G3-01,harvest,3,2025-03-16,27,27,0,
G3-02,harvest,3,2025-03-16,24,18,6,rest day
G3-03,harvest,3,2025-03-16,25,21,4,rest day
G3-04,harvest,3,2025-03-16,24,11,13,rest day
G4-01,harvest,4,2025-03-16,26,18,8,rest day
G4-02,harvest,4,2025-03-16,25,11,14,rest day
G4-03,harvest,4,2025-03-16,24,14,10,rest day
G4-04,harvest,4,2025-03-16,20,10,10,rest day
G5-01,harvest,5,2025-03-16,23,18,5,rest day
G5-02,harvest,5,2025-03-16,27,10,17,rest day
G5-03,harvest,5,2025-03-16,19,5,14,rest day
G6-01,harvest,6,2025-03-16,24,11,13,rest day
G6-02,harvest,6,2025-03-16,18,9,9,rest day
G6-03,harvest,6,2025-03-16,24,12,12,rest day
G6-04,harvest,6,2025-03-16,24,24,0,
G6-05,harvest,6,2025-03-16,21,10,11,rest day
G7-01,harvest,7,2025-03-16,27,24,3,rest day
G7-02,harvest,7,2025-03-16,21,21,0,
G7-03,harvest,7,2025-03-16,20,7,13,rest day
G7-04,harvest,7,2025-03-16,27,18,9,rest day
P1-01,pest,1,2025-03-16,11,4,7,rest day
P2-01,pest,2,2025-03-16,10,3,7,rest day
P3-01,pest,3,2025-03-16,11,6,5,rest day
P4-01,pest,4,2025-03-16,10,5,5,rest day
P5-01,pest,5,2025-03-16,10,2,8,rest day
P6-01,pest,6,2025-03-16,13,7,6,rest day
P7-01,pest,7,2025-03-16,13,4,9,rest day
S1-01,spray,1,2025-03-16,15,7,8,rest day
S2-01,spray,2,2025-03-16,14,7,7,rest day
S3-01,spray,3,2025-03-16,17,9,8,rest day
S4-01,spray,4,2025-03-16,16,7,9,rest day
S5-01,spray,5,2025-03-16,13,6,7,rest day
S6-01,spray,6,2025-03-16,18,9,9,rest day
S7-01,spray,7,2025-03-16,17,8,9,rest day
U1-01,upkeep,1,2025-03-16,19,8,11,rest day
U1-02,upkeep,1,2025-03-16,19,9,10,rest day
U1-03,upkeep,1,2025-03-16,19,8,11,rest day
U2-01,upkeep,2,2025-03-16,18,8,10,rest day
U2-02,upkeep,2,2025-03-16,18,9,9,rest day
U2-03,upkeep,2,2025-03-16,18,6,12,rest day
U3-01,upkeep,3,2025-03-16,16,8,8,rest day
U3-02,upkeep,3,2025-03-16,16,7,9,rest day
U3-03,upkeep,3,2025-03-16,16,6,10,rest day
U3-04,upkeep,3,2025-03-16,16,9,7,rest day
U4-01,upkeep,4,2025-03-16,15,7,8,rest day
U4-02,upkeep,4,2025-03-16,15,8,7,rest day
U4-03,upkeep,4,2025-03-16,15,6,9,rest day
U4-04,upkeep,4,2025-03-16,15,6,9,rest day
U5-01,upkeep,5,2025-03-16,16,6,10,rest day
U5-02,upkeep,5,2025-03-16,16,7,9,rest day
U5-03,upkeep,5,2025-03-16,16,5,11,rest day
U6-01,upkeep,6,2025-03-16,17,9,8,rest day
U6-02,upkeep,6,2025-03-16,17,8,9,rest day
U6-03,upkeep,6,2025-03-16,17,8,9,rest day
U6-04,upkeep,6,2025-03-16,17,7,10,rest day
U7-01,upkeep,7,2025-03-16,15,6,9,rest day
U7-02,upkeep,7,2025-03-16,15,8,7,rest day
U7-03,upkeep,7,2025-03-16,15,8,7,rest day
U7-04,upkeep,7,2025-03-16,15,5,10,rest day
G1-01,harvest,1,2025-03-17,28,18,10,rain
G1-02,harvest,1,2025-03-17,26,20,6,rain
G1-03,harvest,1,2025-03-17,25,25,0,
G1-04,harvest,1,2025-03-17,26,20,6,rain
G2-01,harvest,2,2025-03-17,24,18,6,rain
G2-02,harvest,2,2025-03-17,20,12,8,rain
G2-03,harvest,2,2025-03-17,24,21,3,rain
G2-04,harvest,2,2025-03-17,25,17,8,rain
G3-01,harvest,3,2025-03-17,27,20,7,rain
G3-02,harvest,3,2025-03-17,24,16,8,rain
G3-03,harvest,3,2025-03-17,25,17,8,rain
G3-04,harvest,3,2025-03-17,24,18,6,rain
G4-01,harvest,4,2025-03-17,26,17,9,rain
G4-02,harvest,4,2025-03-17,25,25,0,
G4-03,harvest,4,2025-03-17,24,16,8,rain
G4-04,harvest,4,2025-03-17,20,16,4,rain
G5-01,harvest,5,2025-03-17,23,18,5,rain
G5-02,harvest,5,2025-03-17,27,18,9,rain
G5-03,harvest,5,2025-03-17,19,18,1,rain
G6-01,harvest,6,2025-03-17,24,21,3,rain
G6-02,harvest,6,2025-03-17,18,18,0,
G6-03,harvest,6,2025-03-17,24,17,7,rain
G6-04,harvest,6,2025-03-17,24,16,8,rain
G6-05,harvest,6,2025-03-17,21,14,7,rain
G7-01,harvest,7,2025-03-17,27,17,10,rain
G7-02,harvest,7,2025-03-17,21,14,7,rain
G7-03,harvest,7,2025-03-17,20,20,0,
G7-04,harvest,7,2025-03-17,27,19,8,rain
P1-01,pest,1,2025-03-17,11,5,6,rain
P2-01,pest,2,2025-03-17,10,7,3,rain
P3-01,pest,3,2025-03-17,11,7,4,rain
P4-01,pest,4,2025-03-17,10,7,3,rain
P5-01,pest,5,2025-03-17,10,8,2,rain
P6-01,pest,6,2025-03-17,13,10,3,rain
P7-01,pest,7,2025-03-17,13,9,4,rain
S1-01,spray,1,2025-03-17,15,10,5,rain
S2-01,spray,2,2025-03-17,14,10,4,rain
S3-01,spray,3,2025-03-17,17,12,5,rain
S4-01,spray,4,2025-03-17,16,11,5,rain
S5-01,spray,5,2025-03-17,13,9,4,rain
S6-01,spray,6,2025-03-17,18,13,5,rain
S7-01,spray,7,2025-03-17,17,12,5,rain
U1-01,upkeep,1,2025-03-17,19,15,4,rain
U1-02,upkeep,1,2025-03-17,19,13,6,rain
U1-03,upkeep,1,2025-03-17,19,12,7,rain
U2-01,upkeep,2,2025-03-17,18,13,5,rain
U2-02,upkeep,2,2025-03-17,18,12,6,rain
U2-03,upkeep,2,2025-03-17,18,10,8,rain
U3-01,upkeep,3,2025-03-17,16,12,4,rain
U3-02,upkeep,3,2025-03-17,16,12,4,rain
U3-03,upkeep,3,2025-03-17,16,11,5,rain
U3-04,upkeep,3,2025-03-17,16,12,4,rain
U4-01,upkeep,4,2025-03-17,15,10,5,rain
U4-02,upkeep,4,2025-03-17,15,11,4,rain
U4-03,upkeep,4,2025-03-17,15,11,4,rain
U4-04,upkeep,4,2025-03-17,15,11,4,rain
U5-01,upkeep,5,2025-03-17,16,12,4,rain
U5-02,upkeep,5,2025-03-17,16,11,5,rain
U5-03,upkeep,5,2025-03-17,16,11,5,rain
U6-01,upkeep,6,2025-03-17,17,12,5,rain
U6-02,upkeep,6,2025-03-17,17,11,6,rain
U6-03,upkeep,6,2025-03-17,17,13,4,rain
U6-04,upkeep,6,2025-03-17,17,13,4,rain
U7-01,upkeep,7,2025-03-17,15,10,5,rain
U7-02,upkeep,7,2025-03-17,15,6,9,rain
U7-03,upkeep,7,2025-03-17,15,8,7,rain
U7-04,upkeep,7,2025-03-17,15,9,6,rain
G1-01,harvest,1,2025-03-18,28,20,8,rain
G1-02,harvest,1,2025-03-18,26,19,7,rain
G1-03,harvest,1,2025-03-18,25,21,4,rain
G1-04,harvest,1,2025-03-18,26,25,1,rain
G2-01,harvest,2,2025-03-18,24,24,0,
G2-02,harvest,2,2025-03-18,20,13,7,rain
G2-03,harvest,2,2025-03-18,24,15,9,rain
G2-04,harvest,2,2025-03-18,25,15,10,rain
G3-01,harvest,3,2025-03-18,27,19,8,rain
G3-02,harvest,3,2025-03-18,24,24,0,
G3-03,harvest,3,2025-03-18,25,21,4,rain
G3-04,harvest,3,2025-03-18,24,16,8,rain
G4-01,harvest,4,2025-03-18,26,20,6,rain
G4-02,harvest,4,2025-03-18,25,21,4,rain
G4-03,harvest,4,2025-03-18,24,19,5,rain
G4-04,harvest,4,2025-03-18,20,20,0,
G5-01,harvest,5,2025-03-18,23,12,11,rain
G5-02,harvest,5,2025-03-18,27,20,7,rain
G5-03,harvest,5,2025-03-18,19,13,6,rain
G6-01,harvest,6,2025-03-18,24,18,6,rain
G6-02,harvest,6,2025-03-18,18,14,4,rain
G6-03,harvest,6,2025-03-18,24,24,0,
G6-04,harvest,6,2025-03-18,24,24,0,
G6-05,harvest,6,2025-03-18,21,13,8,rain
G7-01,harvest,7,2025-03-18,27,15,12,rain
G7-02,harvest,7,2025-03-18,21,14,7,rain
G7-03,harvest,7,2025-03-18,20,11,9,rain
G7-04,harvest,7,2025-03-18,27,19,8,rain
P1-01,pest,1,2025-03-18,11,7,4,rain
P2-01,pest,2,2025-03-18,10,8,2,rain
P3-01,pest,3,2025-03-18,11,7,4,rain
P4-01,pest,4,2025-03-18,10,8,2,rain
P5-01,pest,5,2025-03-18,10,7,3,rain
P6-01,pest,6,2025-03-18,13,8,5,rain
P7-01,pest,7,2025-03-18,13,9,4,rain
S1-01,spray,1,2025-03-18,15,8,7,rain
S2-01,spray,2,2025-03-18,14,11,3,rain
S3-01,spray,3,2025-03-18,17,12,5,rain
S4-01,spray,4,2025-03-18,16,12,4,rain
S5-01,spray,5,2025-03-18,13,8,5,rain
S6-01,spray,6,2025-03-18,18,11,7,rain
S7-01,spray,7,2025-03-18,17,11,6,rain
U1-01,upkeep,1,2025-03-18,19,11,8,rain
U1-02,upkeep,1,2025-03-18,19,11,8,rain
U1-03,upkeep,1,2025-03-18,19,11,8,rain
U2-01,upkeep,2,2025-03-18,18,13,5,rain
U2-02,upkeep,2,2025-03-18,18,11,7,rain
U2-03,upkeep,2,2025-03-18,18,12,6,rain
U3-01,upkeep,3,2025-03-18,16,12,4,rain
U3-02,upkeep,3,2025-03-18,16,13,3,rain
U3-03,upkeep,3,2025-03-18,16,8,8,rain
U3-04,upkeep,3,2025-03-18,16,10,6,rain
U4-01,upkeep,4,2025-03-18,15,11,4,rain
U4-02,upkeep,4,2025-03-18,15,10,5,rain
U4-03,upkeep,4,2025-03-18,15,10,5,rain
U4-04,upkeep,4,2025-03-18,15,10,5,rain
U5-01,upkeep,5,2025-03-18,16,9,7,rain
U5-02,upkeep,5,2025-03-18,16,11,5,rain
U5-03,upkeep,5,2025-03-18,16,12,4,rain
U6-01,upkeep,6,2025-03-18,17,13,4,rain
U6-02,upkeep,6,2025-03-18,17,13,4,rain
U6-03,upkeep,6,2025-03-18,17,12,5,rain
U6-04,upkeep,6,2025-03-18,17,11,6,rain
U7-01,upkeep,7,2025-03-18,15,12,3,rain
U7-02,upkeep,7,2025-03-18,15,9,6,rain
U7-03,upkeep,7,2025-03-18,15,10,5,rain
U7-04,upkeep,7,2025-03-18,15,11,4,rain
G1-01,harvest,1,2025-03-19,28,18,10,leave
G1-02,harvest,1,2025-03-19,26,19,7,sick
G1-03,harvest,1,2025-03-19,25,25,0,
G1-04,harvest,1,2025-03-19,26,21,5,leave
G2-01,harvest,2,2025-03-19,24,18,6,sick
G2-02,harvest,2,2025-03-19,20,16,4,sick
G2-03,harvest,2,2025-03-19,24,24,0,
G2-04,harvest,2,2025-03-19,25,19,6,leave
G3-01,harvest,3,2025-03-19,27,25,2,no show
G3-02,harvest,3,2025-03-19,24,24,0,
G3-03,harvest,3,2025-03-19,25,25,0,
G3-04,harvest,3,2025-03-19,24,23,1,sick
G4-01,harvest,4,2025-03-19,26,23,3,no show
G4-02,harvest,4,2025-03-19,25,16,9,sick
G4-03,harvest,4,2025-03-19,24,24,0,
G4-04,harvest,4,2025-03-19,20,17,3,leave
G5-01,harvest,5,2025-03-19,23,23,0,
G5-02,harvest,5,2025-03-19,27,27,0,
G5-03,harvest,5,2025-03-19,19,19,0,
G6-01,harvest,6,2025-03-19,24,24,0,
G6-02,harvest,6,2025-03-19,18,13,5,no show
G6-03,harvest,6,2025-03-19,24,19,5,sick
G6-04,harvest,6,2025-03-19,24,20,4,no show
G6-05,harvest,6,2025-03-19,21,18,3,sick
G7-01,harvest,7,2025-03-19,27,27,0,
G7-02,harvest,7,2025-03-19,21,17,4,leave
G7-03,harvest,7,2025-03-19,20,20,0,
G7-04,harvest,7,2025-03-19,27,21,6,sick
P1-01,pest,1,2025-03-19,11,8,3,sick
P2-01,pest,2,2025-03-19,10,8,2,sick
P3-01,pest,3,2025-03-19,11,10,1,no show
P4-01,pest,4,2025-03-19,10,8,2,leave
P5-01,pest,5,2025-03-19,10,6,4,sick
P6-01,pest,6,2025-03-19,13,11,2,no show
P7-01,pest,7,2025-03-19,13,9,4,sick
S1-01,spray,1,2025-03-19,15,11,4,sick
S2-01,spray,2,2025-03-19,14,10,4,leave
S3-01,spray,3,2025-03-19,17,13,4,no show
S4-01,spray,4,2025-03-19,16,13,3,sick
S5-01,spray,5,2025-03-19,13,9,4,leave
S6-01,spray,6,2025-03-19,18,15,3,sick
S7-01,spray,7,2025-03-19,17,8,9,leave
U1-01,upkeep,1,2025-03-19,19,14,5,leave
U1-02,upkeep,1,2025-03-19,19,12,7,no show
U1-03,upkeep,1,2025-03-19,19,12,7,leave
U2-01,upkeep,2,2025-03-19,18,13,5,leave
U2-02,upkeep,2,2025-03-19,18,11,7,sick
U2-03,upkeep,2,2025-03-19,18,14,4,sick
U3-01,upkeep,3,2025-03-19,16,13,3,sick
U3-02,upkeep,3,2025-03-19,16,14,2,leave
U3-03,upkeep,3,2025-03-19,16,12,4,no show
U3-04,upkeep,3,2025-03-19,16,12,4,no show
U4-01,upkeep,4,2025-03-19,15,11,4,leave
U4-02,upkeep,4,2025-03-19,15,13,2,no show
U4-03,upkeep,4,2025-03-19,15,12,3,sick
U4-04,upkeep,4,2025-03-19,15,12,3,leave
U5-01,upkeep,5,2025-03-19,16,13,3,no show
U5-02,upkeep,5,2025-03-19,16,9,7,no show
U5-03,upkeep,5,2025-03-19,16,11,5,no show
U6-01,upkeep,6,2025-03-19,17,11,6,no show
U6-02,upkeep,6,2025-03-19,17,13,4,no show
U6-03,upkeep,6,2025-03-19,17,14,3,leave
U6-04,upkeep,6,2025-03-19,17,13,4,no show
U7-01,upkeep,7,2025-03-19,15,11,4,leave
U7-02,upkeep,7,2025-03-19,15,8,7,no show
U7-03,upkeep,7,2025-03-19,15,9,6,leave
U7-04,upkeep,7,2025-03-19,15,9,6,leave
G1-01,harvest,1,2025-03-20,28,19,9,sick
G1-02,harvest,1,2025-03-20,26,18,8,sick
G1-03,harvest,1,2025-03-20,25,16,9,sick
G1-04,harvest,1,2025-03-20,26,17,9,sick
G2-01,harvest,2,2025-03-20,24,18,6,sick
G2-02,harvest,2,2025-03-20,20,14,6,no show
G2-03,harvest,2,2025-03-20,24,15,9,no show
G2-04,harvest,2,2025-03-20,25,18,7,leave
G3-01,harvest,3,2025-03-20,27,24,3,no show
G3-02,harvest,3,2025-03-20,24,19,5,sick
G3-03,harvest,3,2025-03-20,25,24,1,sick
G3-04,harvest,3,2025-03-20,24,20,4,sick
G4-01,harvest,4,2025-03-20,26,23,3,sick
G4-02,harvest,4,2025-03-20,25,23,2,no show
G4-03,harvest,4,2025-03-20,24,24,0,
G4-04,harvest,4,2025-03-20,20,16,4,leave
G5-01,harvest,5,2025-03-20,23,18,5,sick
G5-02,harvest,5,2025-03-20,27,27,0,
G5-03,harvest,5,2025-03-20,19,15,4,leave
G6-01,harvest,6,2025-03-20,24,19,5,sick
G6-02,harvest,6,2025-03-20,18,15,3,sick
G6-03,harvest,6,2025-03-20,24,17,7,leave
G6-04,harvest,6,2025-03-20,24,21,3,leave
G6-05,harvest,6,2025-03-20,21,17,4,no show
G7-01,harvest,7,2025-03-20,27,22,5,sick
G7-02,harvest,7,2025-03-20,21,18,3,leave
G7-03,harvest,7,2025-03-20,20,20,0,
G7-04,harvest,7,2025-03-20,27,15,12,sick
P1-01,pest,1,2025-03-20,11,8,3,no show
